year,games_type,host_country,host_city,athletes,teams,competitions,country,gold,silver,bronze
1932,Summer,United States,Los Angeles,1334,37,117,Japan,7,7,4
1932,Summer,United States,Los Angeles,1334,37,117,Latvia,0,1,0
1932,Summer,United States,Los Angeles,1334,37,117,Mexico,0,2,0
1932,Summer,United States,Los Angeles,1334,37,117,Netherlands,2,5,1
1932,Summer,United States,Los Angeles,1334,37,117,New Zealand,0,1,0
1932,Summer,United States,Los Angeles,1334,37,117,Philippines,0,0,3
1932,Summer,United States,Los Angeles,1334,37,117,Poland,3,2,4
1932,Summer,United States,Los Angeles,1334,37,117,South Africa,2,0,3
1932,Summer,United States,Los Angeles,1334,37,117,Spain,0,0,1
1932,Summer,United States,Los Angeles,1334,37,117,Sweden,10,5,9
1932,Summer,United States,Los Angeles,1334,37,117,Switzerland,0,1,0
1932,Summer,United States,Los Angeles,1334,37,117,United Kingdom,5,7,5
1932,Summer,United States,Los Angeles,1334,37,117,United States of America,44,36,30
1932,Summer,United States,Los Angeles,1334,37,117,Uruguay,0,0,1
1932,Winter,United States,Lake Placid,252,17,14,Austria,1,1,0
1932,Winter,United States,Lake Placid,252,17,14,Canada,1,1,5
1932,Winter,United States,Lake Placid,252,17,14,Finland,1,1,1
1932,Winter,United States,Lake Placid,252,17,14,France,1,0,0
1932,Winter,United States,Lake Placid,252,17,14,Germany,0,0,2
1932,Winter,United States,Lake Placid,252,17,14,Hungary,0,0,1
1932,Winter,United States,Lake Placid,252,17,14,Norway,3,4,3
1932,Winter,United States,Lake Placid,252,17,14,Sweden,1,2,0
1932,Winter,United States,Lake Placid,252,17,14,Switzerland,0,1,0
1932,Winter,United States,Lake Placid,252,17,14,United States of America,6,4,2
1928,Summer,Netherlands,Amsterdam,2883,46,109,Argentina,3,3,1
1928,Summer,Netherlands,Amsterdam,2883,46,109,Australia,1,2,1
1928,Summer,Netherlands,Amsterdam,2883,46,109,Austria,3,0,1
1928,Summer,Netherlands,Amsterdam,2883,46,109,Belgium,0,1,2
1928,Summer,Netherlands,Amsterdam,2883,46,109,Canada,4,4,7
1928,Summer,Netherlands,Amsterdam,2883,46,109,Chile,0,1,0
1928,Summer,Netherlands,Amsterdam,2883,46,109,Czechoslovakia,2,5,2
1928,Summer,Netherlands,Amsterdam,2883,46,109,Denmark,3,2,4
1928,Summer,Netherlands,Amsterdam,2883,46,109,Egypt,2,1,1
1928,Summer,Netherlands,Amsterdam,2883,46,109,Estonia,2,1,2
1928,Summer,Netherlands,Amsterdam,2883,46,109,Finland,8,8,9
1928,Summer,Netherlands,Amsterdam,2883,46,109,France,7,12,6
1928,Summer,Netherlands,Amsterdam,2883,46,109,Germany,11,9,19
1928,Summer,Netherlands,Amsterdam,2883,46,109,Haiti,0,1,0
1928,Summer,Netherlands,Amsterdam,2883,46,109,Hungary,5,5,0
1928,Summer,Netherlands,Amsterdam,2883,46,109,India,1,0,0
1928,Summer,Netherlands,Amsterdam,2883,46,109,Ireland,1,0,0
1928,Summer,Netherlands,Amsterdam,2883,46,109,Italy,7,6,7
1928,Summer,Netherlands,Amsterdam,2883,46,109,Japan,2,2,1
1928,Summer,Netherlands,Amsterdam,2883,46,109,Luxembourg,1,0,0
1928,Summer,Netherlands,Amsterdam,2883,46,109,Netherlands,8,10,5
1928,Summer,Netherlands,Amsterdam,2883,46,109,New Zealand,1,0,0
1928,Summer,Netherlands,Amsterdam,2883,46,109,Norway,1,2,1
1928,Summer,Netherlands,Amsterdam,2883,46,109,Philippines,0,0,1
1928,Summer,Netherlands,Amsterdam,2883,46,109,Poland,2,1,4
1928,Summer,Netherlands,Amsterdam,2883,46,109,Portugal,0,0,1
1928,Summer,Netherlands,Amsterdam,2883,46,109,South Africa,1,0,2
1928,Summer,Netherlands,Amsterdam,2883,46,109,Spain,1,0,0
1928,Summer,Netherlands,Amsterdam,2883,46,109,Sweden,7,6,12
1928,Summer,Netherlands,Amsterdam,2883,46,109,Switzerland,7,6,4
1928,Summer,Netherlands,Amsterdam,2883,46,109,United Kingdom,4,11,7
1928,Summer,Netherlands,Amsterdam,2883,46,109,United States of America,22,18,16
1928,Summer,Netherlands,Amsterdam,2883,46,109,Uruguay,1,0,0
1928,Summer,Netherlands,Amsterdam,2883,46,109,Yugoslavia,1,1,3
1928,Winter,Switzerland,St. Moritz,464,25,14,Austria,0,3,1
1928,Winter,Switzerland,St. Moritz,464,25,14,Belgium,0,0,1
1928,Winter,Switzerland,St. Moritz,464,25,14,Canada,1,0,0
1928,Winter,Switzerland,St. Moritz,464,25,14,Czechoslovakia,0,0,1
1928,Winter,Switzerland,St. Moritz,464,25,14,Finland,2,1,1
1928,Winter,Switzerland,St. Moritz,464,25,14,France,1,0,0
1928,Winter,Switzerland,St. Moritz,464,25,14,Germany,0,0,1
1928,Winter,Switzerland,St. Moritz,464,25,14,Norway,6,4,5
1928,Winter,Switzerland,St. Moritz,464,25,14,Sweden,2,2,1
1928,Winter,Switzerland,St. Moritz,464,25,14,Switzerland,0,0,1
1928,Winter,Switzerland,St. Moritz,464,25,14,United Kingdom,0,0,1
1928,Winter,Switzerland,St. Moritz,464,25,14,United States of America,2,2,2
1924,Summer,France,Paris,3088,44,126,Argentina,1,3,2
1924,Summer,France,Paris,3088,44,126,Australia,3,1,2
1924,Summer,France,Paris,3088,44,126,Austria,0,3,1
1924,Summer,France,Paris,3088,44,126,Belgium,3,7,3
1924,Summer,France,Paris,3088,44,126,Canada,0,3,1
1924,Summer,France,Paris,3088,44,126,Czechoslovakia,1,4,5
1924,Summer,France,Paris,3088,44,126,Denmark,2,6,3
1924,Summer,France,Paris,3088,44,126,Estonia,1,1,4
1924,Summer,France,Paris,3088,44,126,Finland,14,13,10
1924,Summer,France,Paris,3088,44,126,France,14,15,12
1924,Summer,France,Paris,3088,44,126,Greece,1,0,0
1924,Summer,France,Paris,3088,44,126,Haiti,0,0,1
1924,Summer,France,Paris,3088,44,126,Hungary,2,4,4
1924,Summer,France,Paris,3088,44,126,Ireland,0,1,1
1924,Summer,France,Paris,3088,44,126,Italy,8,3,5
1924,Summer,France,Paris,3088,44,126,Japan,0,0,1
1924,Summer,France,Paris,3088,44,126,Luxembourg,1,1,0
1924,Summer,France,Paris,3088,44,126,Monaco,0,0,1
1924,Summer,France,Paris,3088,44,126,Netherlands,4,1,6
1924,Summer,France,Paris,3088,44,126,New Zealand,0,0,1
1924,Summer,France,Paris,3088,44,126,Norway,5,2,3
1924,Summer,France,Paris,3088,44,126,Poland,0,1,1
1924,Summer,France,Paris,3088,44,126,Portugal,0,0,1
1924,Summer,France,Paris,3088,44,126,Romania,0,0,1
1924,Summer,France,Paris,3088,44,126,South Africa,1,1,1
1924,Summer,France,Paris,3088,44,126,Sweden,4,13,12
1924,Summer,France,Paris,3088,44,126,Switzerland,7,8,10
1924,Summer,France,Paris,3088,44,126,United Kingdom,9,14,12
1924,Summer,France,Paris,3088,44,126,United States of America,45,27,27
1924,Summer,France,Paris,3088,44,126,Uruguay,1,0,0
1924,Summer,France,Paris,3088,44,126,Yugoslavia,2,0,0
1924,Winter,France,Chamonix,260,16,16,Australia,1,0,0
1924,Winter,France,Chamonix,260,16,16,Austria,2,1,0
1924,Winter,France,Chamonix,260,16,16,Belgium,0,0,1
1924,Winter,France,Chamonix,260,16,16,Canada,1,0,0
1924,Winter,France,Chamonix,260,16,16,Finland,4,4,3
1924,Winter,France,Chamonix,260,16,16,France,0,0,3
1924,Winter,France,Chamonix,260,16,16,India,1,0,0
1924,Winter,France,Chamonix,260,16,16,Mixed team,1,0,0
1924,Winter,France,Chamonix,260,16,16,Nepal,1,0,0
1924,Winter,France,Chamonix,260,16,16,Norway,4,7,6
1924,Winter,France,Chamonix,260,16,16,Sweden,1,1,0
1924,Winter,France,Chamonix,260,16,16,Switzerland,2,0,1
1924,Winter,France,Chamonix,260,16,16,United Kingdom,2,1,2
1924,Winter,France,Chamonix,260,16,16,United States of America,1,2,1
1920,Summer,Belgium,Antwerp,2622,29,156,Australia,0,2,1
1920,Summer,Belgium,Antwerp,2622,29,156,Belgium,16,12,14
1920,Summer,Belgium,Antwerp,2622,29,156,Brazil,1,1,1
1920,Summer,Belgium,Antwerp,2622,29,156,Canada,3,3,3
1920,Summer,Belgium,Antwerp,2622,29,156,Czechoslovakia,0,0,2
1920,Summer,Belgium,Antwerp,2622,29,156,Denmark,3,9,1
1920,Summer,Belgium,Antwerp,2622,29,156,Estonia,1,2,0
1920,Summer,Belgium,Antwerp,2622,29,156,Finland,15,10,9
1920,Summer,Belgium,Antwerp,2622,29,156,France,9,20,13
1920,Summer,Belgium,Antwerp,2622,29,156,Greece,0,1,0
1920,Summer,Belgium,Antwerp,2622,29,156,Italy,14,6,5
1920,Summer,Belgium,Antwerp,2622,29,156,Japan,0,2,0
1920,Summer,Belgium,Antwerp,2622,29,156,Luxembourg,0,1,0
1920,Summer,Belgium,Antwerp,2622,29,156,Netherlands,4,2,5
1920,Summer,Belgium,Antwerp,2622,29,156,New Zealand,0,0,1
1920,Summer,Belgium,Antwerp,2622,29,156,Norway,13,10,9
1920,Summer,Belgium,Antwerp,2622,29,156,South Africa,3,4,3
1920,Summer,Belgium,Antwerp,2622,29,156,Spain,0,2,0
1920,Summer,Belgium,Antwerp,2622,29,156,Sweden,19,20,25
1920,Summer,Belgium,Antwerp,2622,29,156,Switzerland,2,2,7
1920,Summer,Belgium,Antwerp,2622,29,156,United Kingdom,14,16,13
1920,Summer,Belgium,Antwerp,2622,29,156,United States of America,41,27,27
1912,Summer,Sweden,Stockholm,2407,28,102,Australia,2,2,3
1912,Summer,Sweden,Stockholm,2407,28,102,Austria,0,2,2
1912,Summer,Sweden,Stockholm,2407,28,102,Belgium,2,1,3
1912,Summer,Sweden,Stockholm,2407,28,102,Canada,3,2,3
1912,Summer,Sweden,Stockholm,2407,28,102,Denmark,1,6,5
1912,Summer,Sweden,Stockholm,2407,28,102,Finland,9,8,9
1912,Summer,Sweden,Stockholm,2407,28,102,France,7,5,3
1912,Summer,Sweden,Stockholm,2407,28,102,Germany,6,13,7
1912,Summer,Sweden,Stockholm,2407,28,102,Greece,1,0,1
1912,Summer,Sweden,Stockholm,2407,28,102,Hungary,3,2,3
1912,Summer,Sweden,Stockholm,2407,28,102,Italy,5,1,2
1912,Summer,Sweden,Stockholm,2407,28,102,Netherlands,0,0,3
1912,Summer,Sweden,Stockholm,2407,28,102,Norway,3,2,5
1912,Summer,Sweden,Stockholm,2407,28,102,Russian Federation,0,2,3
1912,Summer,Sweden,Stockholm,2407,28,102,South Africa,4,2,0
1912,Summer,Sweden,Stockholm,2407,28,102,Sweden,23,25,17
1912,Summer,Sweden,Stockholm,2407,28,102,Switzerland,1,0,0
1912,Summer,Sweden,Stockholm,2407,28,102,United Kingdom,10,15,16
1912,Summer,Sweden,Stockholm,2407,28,102,United States of America,26,19,19
1908,Summer,Great Britain,London,2008,22,110,Australia,1,2,2
1908,Summer,Great Britain,London,2008,22,110,Austria,0,0,1
1908,Summer,Great Britain,London,2008,22,110,Belgium,1,5,2
1908,Summer,Great Britain,London,2008,22,110,Canada,3,3,10
1908,Summer,Great Britain,London,2008,22,110,Czechia,0,0,2
1908,Summer,Great Britain,London,2008,22,110,Denmark,0,2,3
1908,Summer,Great Britain,London,2008,22,110,Finland,1,1,3
1908,Summer,Great Britain,London,2008,22,110,France,5,5,9
1908,Summer,Great Britain,London,2008,22,110,Germany,3,5,5
1908,Summer,Great Britain,London,2008,22,110,Greece,0,3,1
1908,Summer,Great Britain,London,2008,22,110,Hungary,3,4,2
1908,Summer,Great Britain,London,2008,22,110,Italy,2,2,0
1908,Summer,Great Britain,London,2008,22,110,Netherlands,0,0,2
1908,Summer,Great Britain,London,2008,22,110,Norway,2,3,3
1908,Summer,Great Britain,London,2008,22,110,Russian Federation,1,2,0
1908,Summer,Great Britain,London,2008,22,110,South Africa,1,1,0
1908,Summer,Great Britain,London,2008,22,110,Sweden,8,6,11
1908,Summer,Great Britain,London,2008,22,110,United Kingdom,56,51,39
1908,Summer,Great Britain,London,2008,22,110,United States of America,23,12,12
1904,Summer,United States,St. Louis,651,12,95,United States of America,76,78,77
1904,Summer,United States,St. Louis,651,12,95,Germany,4,5,6
1904,Summer,United States,St. Louis,651,12,95,Canada,4,1,1
1904,Summer,United States,St. Louis,651,12,95,Cuba,3,0,0
1904,Summer,United States,St. Louis,651,12,95,Hungary,2,1,1
1904,Summer,United States,St. Louis,651,12,95,Mixed team,2,1,1
1904,Summer,United States,St. Louis,651,12,95,Norway,2,0,0
1904,Summer,United States,St. Louis,651,12,95,Austria,1,1,1
1904,Summer,United States,St. Louis,651,12,95,Great Britain,1,1,0
1904,Summer,United States,St. Louis,651,12,95,Switzerland,1,0,2
1904,Summer,United States,St. Louis,651,12,95,Greece,1,0,1
1904,Summer,United States,St. Louis,651,12,95,Australia,0,3,1
1904,Summer,United States,St. Louis,651,12,95,France,0,1,0
1900,Summer,France,Paris,1226,26,95,France,27,38,37
1900,Summer,France,Paris,1226,26,95,United States of America,19,14,15
1900,Summer,France,Paris,1226,26,95,Great Britain,15,8,9
1900,Summer,France,Paris,1226,26,95,Mixed team,8,5,6
1900,Summer,France,Paris,1226,26,95,Belgium,6,7,4
1900,Summer,France,Paris,1226,26,95,Switzerland,6,2,1
1900,Summer,France,Paris,1226,26,95,Germany,4,3,2
1900,Summer,France,Paris,1226,26,95,Italy,3,2,0
1900,Summer,France,Paris,1226,26,95,Australia,2,0,3
1900,Summer,France,Paris,1226,26,95,Denmark,1,3,2
1896,Summer,Greece,Athens,241,14,43,Australia,2,0,1
1896,Summer,Greece,Athens,241,14,43,Austria,2,1,2
1896,Summer,Greece,Athens,241,14,43,Denmark,1,2,3
1896,Summer,Greece,Athens,241,14,43,France,5,4,2
1896,Summer,Greece,Athens,241,14,43,Germany,7,5,2
1896,Summer,Greece,Athens,241,14,43,Greece,10,18,19
1896,Summer,Greece,Athens,241,14,43,Hungary,2,1,3
1896,Summer,Greece,Athens,241,14,43,Mixed team,1,0,1
1896,Summer,Greece,Athens,241,14,43,Switzerland,1,2,0
1896,Summer,Greece,Athens,241,14,43,United Kingdom,3,3,3
1896,Summer,Greece,Athens,241,14,43,United States of America,11,7,2
